,0,1,2,3,4,5,6,7,8,9
459,2208,2017-04-19,3:52:52,27.4,926,95.1,27,1,1,3
460,2212,2017-04-19,3:58:22,27.4,929,94.9,26,1,1,3
461,2216,2017-04-19,4:03:48,27.4,926,94.3,26,1,1,3
462,2220,2017-04-19,4:09:15,27.4,926,95.9,26,1,1,3
463,2224,2017-04-19,4:14:43,27.4,926,95.2,25,1,1,3
464,2228,2017-04-19,4:20:09,27.4,927,95.2,25,1,1,3
465,2232,2017-04-19,4:25:35,27.4,927,95.1,25,1,1,3
466,2236,2017-04-19,4:31:01,27.5,927,95.5,23,1,1,3
467,2240,2017-04-19,4:36:27,27.5,927,94.4,23,1,1,3
468,2244,2017-04-19,4:41:55,27.5,928,91.8,23,1,1,3
469,2248,2017-04-19,4:47:25,27.4,927,96.1,22,1,1,3
470,2252,2017-04-19,4:52:54,27.4,927,92.7,17,1,1,3
471,2256,2017-04-19,4:58:20,27.4,926,93.5,17,1,1,3
472,2260,2017-04-19,5:03:48,27.4,927,93.3,15,1,1,3
473,2264,2017-04-19,5:09:16,27.4,926,95.9,13,1,1,3
474,2268,2017-04-19,5:14:43,27.4,925,96.9,11,1,1,3
475,2272,2017-04-19,5:20:11,27.4,924,97.1,10,1,1,3
476,2276,2017-04-19,5:25:38,27.4,920,96.9,10,1,1,3
477,2280,2017-04-19,5:31:05,27.4,921,97.4,8,1,1,3
478,2284,2017-04-19,5:36:32,27.4,921,99.2,7,1,1,3
479,2288,2017-04-19,5:42:00,27.4,920,99.5,6,1,1,3
480,2292,2017-04-19,5:47:27,27.3,919,99.9,5,1,1,3
481,2296,2017-04-19,5:52:55,27.3,918,99.9,10,1,1,3
482,2300,2017-04-19,5:58:28,27.3,919,98.3,10,1,1,3
483,2304,2017-04-19,6:03:55,27.3,918,99.8,9,1,1,3
484,2308,2017-04-19,6:09:22,27.2,916,99.9,9,1,1,3
485,2312,2017-04-19,6:14:51,27.2,916,98.8,9,1,1,3
486,2316,2017-04-19,6:20:18,27.2,917,99.9,9,1,1,3
487,2320,2017-04-19,6:25:45,27.2,916,99.9,9,1,1,3
488,2324,2017-04-19,6:31:15,27.2,916,99.1,9,1,1,3
489,2328,2017-04-19,6:36:45,27.2,917,98.9,8,1,1,3
490,2332,2017-04-19,6:42:14,27.2,916,98.8,9,1,1,3
491,2336,2017-04-19,6:47:44,27.2,916,98.9,9,1,1,3
492,2340,2017-04-19,6:53:13,27.2,916,99.1,8,1,1,3
493,2344,2017-04-19,6:58:42,27.2,914,99.5,8,1,1,3
494,2348,2017-04-19,7:04:11,27.2,915,99.5,8,1,1,3
495,2352,2017-04-19,7:09:45,27.1,915,99.7,8,1,1,3
496,2364,2017-04-19,7:26:21,27.1,913,99.9,9,1,1,3
497,2368,2017-04-19,7:31:49,27.0,914,99.9,9,1,1,3
498,2372,2017-04-19,7:37:18,26.9,914,99.7,9,1,1,3
499,2376,2017-04-19,7:42:46,26.9,914,98.2,10,1,1,3
500,2380,2017-04-19,7:48:14,26.9,915,99.3,10,1,1,3
501,2384,2017-04-19,7:53:48,26.9,916,95.3,9,1,1,3
502,2387,2017-04-19,8:12:03,26.9,909,99.9,9,1,1,3
503,2391,2017-04-19,8:17:31,26.9,915,99.9,9,1,1,3
504,2395,2017-04-19,8:23:00,26.9,915,99.9,9,1,1,3
505,2399,2017-04-19,8:28:28,26.9,915,99.9,9,1,1,3
506,2403,2017-04-19,8:33:55,26.9,914,99.9,9,1,1,3
507,2407,2017-04-19,8:39:23,26.9,913,99.9,10,1,1,3
508,2411,2017-04-19,8:44:55,26.9,916,99.9,9,1,1,3
509,2415,2017-04-19,8:50:30,26.8,913,97.9,9,1,1,3
510,2427,2017-04-19,9:07:12,26.8,915,99.9,9,1,1,3
511,2431,2017-04-19,9:12:42,26.8,915,99.9,10,1,1,3
512,2435,2017-04-19,9:18:14,26.8,914,99.9,9,1,1,3
513,2439,2017-04-19,9:23:45,26.8,914,99.9,9,1,1,3
514,2443,2017-04-19,9:29:18,26.8,916,99.9,9,1,1,3
515,2447,2017-04-19,9:34:52,26.8,916,99.9,9,1,1,3
516,2451,2017-04-19,9:40:23,26.8,916,99.9,9,1,1,3
517,2455,2017-04-19,9:45:55,26.8,916,99.9,9,1,1,3
518,2459,2017-04-19,9:51:28,26.8,914,99.9,8,1,1,3
519,2463,2017-04-19,9:57:00,26.8,914,99.9,8,1,1,3
520,2467,2017-04-19,10:02:32,26.8,914,99.9,8,1,1,3
521,2471,2017-04-19,10:08:02,26.8,915,99.9,5,1,1,3
522,2475,2017-04-19,10:13:32,26.8,916,99.9,5,1,1,3
523,2479,2017-04-19,10:19:01,26.8,916,99.9,5,1,1,3
524,2483,2017-04-19,10:24:33,26.7,915,99.9,5,1,1,3
525,2487,2017-04-19,10:30:04,26.7,917,99.9,5,1,1,3
526,2491,2017-04-19,10:35:35,26.7,915,99.9,5,1,1,3
527,2495,2017-04-19,10:41:05,26.7,917,99.9,5,1,1,3
528,2499,2017-04-19,10:46:35,26.7,917,99.9,5,1,1,3
529,2503,2017-04-19,10:52:09,26.7,917,99.9,5,1,1,3
530,2507,2017-04-19,10:57:38,26.6,919,99.9,5,1,1,3
531,2511,2017-04-19,11:03:09,26.6,917,99.9,5,1,1,3
532,2515,2017-04-19,11:08:41,26.6,919,99.9,5,1,1,3
533,2519,2017-04-19,11:14:13,26.6,918,99.9,5,1,1,3
534,2521,2017-04-19,11:20:04,26.6,915,99.9,5,1,1,3
535,2529,2017-04-19,11:31:08,26.6,917,99.9,5,1,1,3
536,2533,2017-04-19,11:36:36,26.5,924,99.9,30,1,1,3
537,2537,2017-04-20,7:05:03,25.3,930,99.9,32,0,0,0
538,2541,2017-04-20,7:55:37,25.2,934,99.9,44,0,0,0
539,2545,2017-04-20,8:00:54,25.2,934,99.9,85,0,0,0
540,2549,2017-04-20,8:24:00,25.3,934,99.9,75,0,0,0
541,2553,2017-04-20,8:29:18,25.3,934,99.9,76,0,0,0
542,2557,2017-04-20,8:34:37,25.3,932,99.9,75,0,0,0
543,2561,2017-04-20,8:39:53,25.3,933,99.9,75,0,0,0
544,2565,2017-04-20,8:45:12,25.3,931,99.9,92,0,0,0
545,2573,2017-04-20,8:55:47,25.4,934,99.9,89,0,0,0
546,2577,2017-04-20,9:01:04,25.4,934,99.9,87,0,0,0
547,2581,2017-04-20,9:06:21,25.5,936,99.9,83,0,0,0
548,2585,2017-04-20,9:11:39,25.5,936,99.9,79,0,0,0
549,2589,2017-04-20,9:16:58,25.5,934,99.8,75,0,0,0
550,2593,2017-04-20,9:22:15,25.5,932,99.4,72,0,0,0
551,2601,2017-04-20,9:32:51,25.6,938,99.7,65,0,0,0
552,2605,2017-04-20,9:38:09,25.6,938,99.5,62,0,0,0
553,2609,2017-04-20,9:43:27,25.6,939,98.7,60,0,0,0
554,2613,2017-04-20,9:48:44,25.6,938,98.2,56,0,0,0
555,2617,2017-04-20,9:54:01,25.6,939,97.7,54,0,0,0
556,2621,2017-04-20,9:59:19,25.6,940,97.1,51,0,0,0
557,2625,2017-04-20,10:04:36,25.7,941,99.9,35,0,0,0
558,2629,2017-04-20,10:09:54,25.8,937,99.9,31,0,0,0
559,2637,2017-04-20,2:17:58,27.0,942,94.5,30,1,0,2
560,2641,2017-04-20,2:23:16,27.0,944,95.0,30,1,0,2
561,2645,2017-04-20,2:28:33,26.9,944,94.4,30,1,0,2
562,2649,2017-04-20,2:33:52,26.9,942,93.5,30,1,0,2
563,2653,2017-04-20,2:39:11,26.9,943,94.4,30,1,0,2
564,2657,2017-04-20,2:44:30,26.9,943,95.3,30,1,0,2
565,2661,2017-04-20,2:49:49,27.0,942,95.4,30,1,0,2
566,2665,2017-04-20,2:55:07,27.0,942,92.5,29,1,0,2
567,2669,2017-04-20,3:00:24,27.0,941,94.0,28,1,0,2
568,2673,2017-04-20,3:05:41,27.1,942,93.6,29,1,0,2
569,2677,2017-04-20,3:10:59,27.1,937,95.6,25,1,0,2
570,2681,2017-04-20,4:03:45,27.3,936,96.0,24,1,0,2
571,2685,2017-04-20,4:09:02,27.4,934,95.2,24,1,0,2
572,2689,2017-04-20,4:14:20,27.4,937,96.6,24,1,0,2
573,2693,2017-04-20,4:19:38,27.4,938,96.1,23,1,0,2
574,2697,2017-04-20,4:24:57,27.3,936,96.3,23,1,0,2
575,2701,2017-04-20,4:30:15,27.3,936,96.2,20,1,0,2
576,2705,2017-04-20,4:35:33,27.3,940,96.8,23,1,0,2
577,2709,2017-04-20,4:40:51,27.3,940,95.8,20,1,0,2
578,2713,2017-04-20,4:46:10,27.4,943,89.0,20,1,0,2
579,2717,2017-04-20,4:51:28,27.4,943,88.6,20,1,0,2
580,2721,2017-04-20,4:56:47,27.5,941,90.1,18,1,0,2
581,2725,2017-04-20,5:02:05,27.5,941,91.4,15,1,0,2
582,2729,2017-04-20,5:07:25,27.5,941,93.2,15,1,0,2
583,2733,2017-04-20,5:12:43,27.5,942,92.6,13,1,0,2
584,2737,2017-04-20,5:18:00,27.5,940,94.9,10,1,0,2
585,2741,2017-04-20,5:35:12,27.4,941,93.6,9,1,0,2
586,2745,2017-04-20,5:40:29,27.3,940,95.1,8,1,0,2
587,2749,2017-04-20,5:45:48,27.2,939,92.4,7,1,0,2
588,2753,2017-04-20,5:51:07,27.1,940,93.0,6,1,0,2
589,2757,2017-04-20,5:56:27,27.0,937,94.1,5,1,0,2
590,2761,2017-04-20,6:01:45,27.0,938,94.9,10,1,0,2
591,2765,2017-04-20,6:07:04,27.0,936,95.8,9,1,0,2
592,2769,2017-04-20,6:12:24,27.0,936,95.1,9,1,0,2
593,2773,2017-04-20,6:17:46,26.9,931,93.3,9,1,0,2
594,2777,2017-04-20,6:23:04,26.9,934,93.3,8,1,0,2
595,2781,2017-04-20,6:28:24,26.9,932,94.7,8,1,0,2
596,2789,2017-04-20,6:39:01,26.8,934,94.4,8,1,0,2
597,2797,2017-04-20,6:49:39,26.8,932,92.5,10,1,0,2
598,2801,2017-04-20,6:54:58,26.7,928,92.8,9,1,1,3
599,2809,2017-04-20,7:52:10,26.6,927,97.0,9,1,1,3
600,2813,2017-04-20,8:07:35,26.7,931,96.5,9,1,0,2
601,2817,2017-04-20,8:43:12,26.4,937,92.6,9,1,0,2
602,2821,2017-04-20,8:49:06,26.4,934,92.6,9,1,0,2
603,2825,2017-04-20,8:54:26,26.4,934,94.5,9,1,0,2
604,2829,2017-04-20,8:59:57,26.4,934,94.1,10,1,0,2
605,2833,2017-04-20,9:05:22,26.4,933,96.5,10,1,0,2
606,2837,2017-04-20,9:10:47,26.4,933,95.1,9,1,0,2
607,2841,2017-04-20,9:16:12,26.5,933,96.9,9,1,0,2
608,2845,2017-04-20,9:21:39,26.5,933,95.9,9,1,0,2
609,2849,2017-04-20,9:27:02,26.5,933,96.5,9,1,0,2
610,2853,2017-04-20,9:32:27,26.5,934,94.8,9,1,0,2
611,2857,2017-04-20,9:37:51,26.5,932,95.2,10,1,0,2
612,2861,2017-04-20,9:43:19,26.5,932,96.6,9,1,0,2
613,2865,2017-04-20,9:48:45,26.5,931,95.9,9,1,0,2
614,2869,2017-04-20,9:54:13,26.4,934,95.9,9,1,0,2
615,2873,2017-04-20,9:59:40,26.5,932,96.8,9,1,0,2
616,2877,2017-04-20,10:05:06,26.4,932,95.4,9,1,0,2
617,2881,2017-04-20,10:10:31,26.4,936,96.3,9,1,0,2
618,2885,2017-04-20,10:15:54,26.4,933,95.8,9,1,0,2
619,2889,2017-04-20,10:21:15,26.4,931,95.8,9,1,0,2
620,2893,2017-04-20,10:26:41,26.4,933,96.0,9,1,0,2
621,2897,2017-04-20,10:32:07,26.3,934,96.3,9,1,0,2
622,2901,2017-04-20,10:37:33,26.3,936,94.6,8,1,0,2
623,2905,2017-04-20,10:42:59,26.3,937,96.0,41,1,0,2
624,2909,2017-04-21,7:46:53,24.7,944,98.5,43,0,0,0
625,2913,2017-04-21,7:52:18,24.7,945,98.3,45,0,0,0
626,2917,2017-04-21,7:57:44,24.7,945,97.5,107,0,0,0
627,2921,2017-04-21,8:32:48,24.9,943,99.9,106,0,0,0
628,2925,2017-04-21,8:38:08,25.0,942,99.9,106,0,0,0
629,2929,2017-04-21,8:43:29,25.0,942,98.2,100,0,0,0
630,2933,2017-04-21,8:48:48,25.0,942,97.3,97,0,0,0
631,2937,2017-04-21,8:54:09,25.0,943,99.2,95,0,0,0
632,2941,2017-04-21,8:59:29,25.0,944,98.6,95,0,0,0
633,2945,2017-04-21,9:04:48,25.1,942,96.4,90,0,0,0
634,2949,2017-04-21,9:10:07,25.1,941,97.3,32,0,0,0
635,2957,2017-04-21,12:48:29,26.2,941,98.9,32,1,0,2
636,2961,2017-04-21,12:53:47,26.2,943,98.4,31,1,0,2
637,2969,2017-04-21,1:04:22,26.2,949,93.4,31,1,0,2
638,2973,2017-04-21,1:09:42,26.3,945,95.1,30,1,0,2
639,2977,2017-04-21,1:15:02,26.3,946,96.1,30,1,0,2
640,2981,2017-04-21,1:20:22,26.4,938,97.5,29,1,0,2
641,2985,2017-04-21,1:25:44,26.3,930,96.9,28,1,0,2
642,2989,2017-04-21,1:31:06,26.4,930,97.3,29,1,0,2
643,2993,2017-04-21,1:36:27,26.5,931,97.1,29,1,0,2
644,2997,2017-04-21,1:41:54,26.4,934,96.8,29,1,0,2
645,3001,2017-04-21,1:47:19,26.4,938,95.6,30,1,0,2
646,3005,2017-04-21,1:52:39,26.4,933,96.4,29,1,0,2
647,3009,2017-04-21,1:57:59,26.5,930,92.0,30,1,0,2
648,3013,2017-04-21,2:03:18,26.5,948,94.3,30,1,0,2
649,3017,2017-04-21,2:08:39,26.5,948,95.3,28,1,0,2
650,3021,2017-04-21,2:13:55,26.6,930,95.8,9,1,0,2
651,3025,2017-04-21,6:42:43,26.5,932,95.2,9,1,0,2
652,3033,2017-04-21,6:53:23,26.6,932,98.0,9,1,0,2
653,3037,2017-04-21,6:58:44,26.6,932,99.9,9,1,0,2
654,3041,2017-04-21,7:04:06,26.5,931,99.6,9,1,0,2
655,3045,2017-04-21,7:09:25,26.6,928,98.1,9,1,1,3
656,3049,2017-04-21,7:14:45,26.6,929,99.9,9,1,1,3
657,3053,2017-04-21,7:20:05,26.6,928,98.2,9,1,1,3
658,3061,2017-04-21,7:30:45,26.4,926,93.2,10,1,1,3
659,3065,2017-04-21,7:36:07,26.4,928,98.9,9,1,1,3
660,3069,2017-04-21,7:41:27,26.4,926,98.9,9,1,1,3
661,3073,2017-04-21,7:46:50,26.5,929,97.3,9,1,1,3
662,3077,2017-04-21,7:52:11,26.4,932,95.7,9,1,0,2
663,3081,2017-04-21,7:57:31,26.4,930,96.9,10,1,0,2
664,3085,2017-04-21,8:02:50,26.4,929,95.6,9,1,1,3
665,3089,2017-04-21,8:08:11,26.4,929,97.0,9,1,1,3
666,3093,2017-04-21,8:13:29,26.4,928,97.8,9,1,1,3
667,3097,2017-04-21,8:18:51,26.3,932,97.2,10,1,0,2
668,3101,2017-04-21,8:24:12,26.4,933,98.9,9,1,0,2
669,3105,2017-04-21,8:29:32,26.4,928,99.2,10,1,1,3
670,3113,2017-04-21,8:40:12,26.3,932,96.4,9,1,0,2
671,3117,2017-04-21,8:45:32,26.3,933,96.0,10,1,0,2
672,3121,2017-04-21,8:50:58,26.4,934,98.1,9,1,0,2
673,3125,2017-04-21,8:56:19,26.4,934,99.0,9,1,0,2
674,3129,2017-04-21,9:01:38,26.4,933,99.5,9,1,0,2
675,3133,2017-04-21,9:06:57,26.4,937,99.9,9,1,0,2
676,3137,2017-04-21,9:12:17,26.4,936,98.4,9,1,0,2
677,3145,2017-04-21,9:22:57,26.3,934,98.1,9,1,0,2
678,3153,2017-04-21,9:33:36,26.4,934,99.9,8,1,0,2
679,3161,2017-04-21,9:44:23,26.3,933,99.9,8,1,0,2
680,3165,2017-04-21,9:49:43,26.3,934,99.1,8,1,0,2
681,3169,2017-04-21,9:55:03,26.4,934,99.9,8,1,0,2
682,3173,2017-04-21,10:00:23,26.4,936,99.8,8,1,0,2
683,3177,2017-04-21,10:05:43,26.4,934,99.9,8,1,0,2
684,3181,2017-04-21,10:11:01,26.4,928,99.9,8,1,1,3
685,3185,2017-04-21,10:16:28,26.3,934,99.7,8,1,0,2
686,3189,2017-04-21,10:21:47,26.3,936,99.6,8,1,0,2
687,3197,2017-04-21,10:32:47,26.3,932,99.5,9,1,0,2
688,3205,2017-04-21,10:43:40,26.2,933,99.9,9,1,0,2
689,3209,2017-04-21,10:49:07,26.3,933,99.9,9,1,0,2
690,3217,2017-04-21,10:59:50,26.3,930,99.9,9,1,0,2
691,3221,2017-04-21,11:10:33,26.2,938,99.9,5,1,0,2
692,3225,2017-04-21,11:15:53,26.2,933,99.9,37,1,0,2
693,3229,2017-04-22,7:16:34,24.7,928,99.9,38,0,1,1
694,3233,2017-04-22,7:27:05,24.8,931,99.9,35,0,0,0
695,3237,2017-04-22,7:33:23,24.8,933,99.9,41,0,0,0
696,3241,2017-04-22,7:48:54,24.7,931,99.9,43,0,0,0
697,3245,2017-04-22,7:53:07,25.4,930,99.9,84,0,0,0
698,3249,2017-04-22,8:08:44,24.8,932,99.9,74,0,0,0
699,3253,2017-04-22,9:31:22,24.8,937,99.9,70,0,0,0
700,3257,2017-04-22,9:36:50,25.1,938,99.9,67,0,0,0
701,3261,2017-04-22,9:42:16,25.2,938,99.9,65,0,0,0
702,3265,2017-04-22,9:47:40,25.2,933,99.9,62,0,0,0
703,3269,2017-04-22,9:53:12,25.3,936,99.9,59,0,0,0
704,3273,2017-04-22,9:58:40,25.3,933,99.9,54,0,0,0
705,3277,2017-04-22,10:04:08,25.4,931,99.9,50,0,0,0
706,3281,2017-04-22,10:14:32,25.4,936,99.9,50,0,0,0
707,3285,2017-04-22,10:19:57,25.4,936,99.9,48,0,0,0
708,3289,2017-04-22,10:25:20,25.4,932,99.9,49,0,0,0
709,3293,2017-04-22,10:30:51,25.5,936,99.9,48,0,0,0
710,3297,2017-04-22,10:36:15,25.5,938,99.9,48,0,0,0
711,3301,2017-04-22,10:41:41,25.5,940,99.9,47,0,0,0
712,3305,2017-04-22,10:47:06,25.5,938,99.9,46,0,0,0
713,3309,2017-04-22,10:52:33,25.5,938,99.9,45,0,0,0
714,3313,2017-04-22,10:57:58,25.6,934,99.9,35,0,0,0
715,3317,2017-04-22,12:38:19,26.4,930,93.7,31,1,0,2
716,3323,2017-04-22,2:19:48,25.9,928,92.9,30,0,1,1
717,3327,2017-04-22,2:25:07,26.8,927,94.2,30,1,1,3
718,3335,2017-04-22,2:35:42,26.9,928,94.8,29,1,1,3
719,3339,2017-04-22,2:40:59,26.9,927,95.7,28,1,1,3
720,3343,2017-04-22,2:46:17,26.9,928,95.6,29,1,1,3
721,3347,2017-04-22,2:51:32,27.0,931,97.2,29,1,0,2
722,3351,2017-04-22,2:56:50,27.0,930,95.8,26,1,0,2
723,3359,2017-04-22,3:07:22,27.1,932,96.7,28,1,0,2
724,3363,2017-04-22,3:12:40,27.1,932,96.8,28,1,0,2
725,3371,2017-04-22,3:23:15,27.1,932,95.9,26,1,0,2
726,3375,2017-04-22,3:28:31,27.1,929,97.7,26,1,1,3
727,3379,2017-04-22,3:33:48,27.2,933,97.4,27,1,0,2
728,3383,2017-04-22,3:39:06,27.2,932,98.2,27,1,0,2
729,3387,2017-04-22,3:44:23,27.1,933,98.0,27,1,0,2
730,3391,2017-04-22,3:49:41,27.1,934,97.6,25,1,0,2
731,3395,2017-04-22,3:54:57,27.1,932,98.2,24,1,0,2
732,3399,2017-04-22,4:00:14,27.2,932,98.2,24,1,0,2
733,3403,2017-04-22,4:05:30,27.2,932,95.7,25,1,0,2
734,3407,2017-04-22,4:10:46,27.2,931,97.5,25,1,0,2
735,3415,2017-04-22,4:21:21,27.2,926,99.4,21,1,1,3
736,3419,2017-04-22,4:26:43,27.3,927,99.0,21,1,1,3
737,3427,2017-04-22,4:37:16,27.3,932,98.8,21,1,0,2
738,3431,2017-04-22,4:42:34,27.3,928,98.7,22,1,1,3
739,3435,2017-04-22,4:47:50,27.3,927,98.8,23,1,1,3
740,3439,2017-04-22,4:58:17,27.3,922,99.6,21,1,1,3
741,3443,2017-04-22,5:08:56,27.3,919,99.9,15,1,1,3
742,3447,2017-04-22,5:14:33,27.3,921,99.9,15,1,1,3
743,3451,2017-04-22,5:19:57,27.3,925,99.9,12,1,1,3
744,3455,2017-04-22,5:30:28,27.3,919,99.9,10,1,1,3
745,3459,2017-04-22,6:53:17,26.8,920,99.9,9,1,1,3
746,3463,2017-04-22,8:05:08,26.7,920,99.9,9,1,1,3
747,3467,2017-04-22,8:10:32,26.7,921,99.9,9,1,1,3
748,3471,2017-04-22,8:15:50,26.7,926,99.9,9,1,1,3
749,3475,2017-04-22,8:21:11,26.7,928,99.9,9,1,1,3
750,3479,2017-04-22,8:26:30,26.7,927,99.5,9,1,1,3
751,3483,2017-04-22,8:31:52,26.6,925,99.9,9,1,1,3
752,3487,2017-04-22,8:37:11,26.6,932,99.9,9,1,0,2
753,3491,2017-04-22,8:42:30,26.6,930,99.9,9,1,0,2
754,3495,2017-04-22,8:47:49,26.6,928,99.6,9,1,1,3
755,3499,2017-04-22,8:53:07,26.7,927,99.9,9,1,1,3
756,3503,2017-04-22,8:58:27,26.7,927,99.9,8,1,1,3
757,3507,2017-04-22,9:03:47,26.6,928,99.9,9,1,1,3
758,3511,2017-04-22,9:09:06,26.6,931,99.9,9,1,0,2
759,3515,2017-04-22,9:14:26,26.6,931,99.9,9,1,0,2
760,3519,2017-04-22,9:19:45,26.6,931,99.9,9,1,0,2
761,3527,2017-04-22,9:30:24,26.6,928,99.9,9,1,1,3
762,3531,2017-04-22,9:35:42,26.6,926,99.7,9,1,1,3
763,3535,2017-04-22,9:41:02,26.6,928,99.8,9,1,1,3
764,3539,2017-04-22,9:46:20,26.4,929,97.9,9,1,1,3
765,3543,2017-04-22,9:51:40,26.4,931,99.1,9,1,0,2
766,3547,2017-04-22,9:57:02,26.4,925,99.9,9,1,1,3
767,3551,2017-04-22,10:02:22,26.4,930,99.9,9,1,0,2
768,3555,2017-04-22,10:07:46,26.4,926,99.9,9,1,1,3
769,3559,2017-04-22,10:13:05,26.5,927,99.9,9,1,1,3
770,3563,2017-04-22,10:18:27,26.5,929,99.9,9,1,1,3
771,3567,2017-04-22,10:23:46,26.5,932,99.9,9,1,0,2
772,3571,2017-04-22,10:31:21,26.4,927,99.9,54612,1,1,3
773,3575,2017-04-22,10:36:38,26.4,931,99.9,54612,1,0,2
774,3579,2017-04-22,10:41:57,26.4,932,99.9,54612,1,0,2
775,3583,2017-04-22,10:47:18,26.4,925,99.9,54612,1,1,3
776,3591,2017-04-22,10:58:05,26.4,927,99.9,54612,1,1,3
777,3595,2017-04-22,11:03:27,26.3,928,99.9,54612,1,1,3
778,3600,2017-04-23,6:36:00,25.1,928,99.9,54612,0,1,1
779,3604,2017-04-23,6:51:49,25.0,930,98.8,54612,0,0,0
780,3608,2017-04-23,7:22:45,24.9,929,99.9,54612,0,1,1
781,3612,2017-04-23,8:04:53,25.0,927,99.9,54612,0,1,1
782,3624,2017-04-23,8:51:36,25.2,925,99.9,54612,0,1,1
783,3628,2017-04-23,8:56:53,25.2,927,99.9,54612,0,1,1
784,3632,2017-04-23,9:02:13,25.2,933,99.9,54612,0,0,0
785,3636,2017-04-23,9:07:33,25.2,932,99.9,54612,0,0,0
786,3640,2017-04-23,9:12:50,25.2,932,99.9,54612,0,0,0
787,3644,2017-04-23,9:18:08,25.3,930,99.9,54612,0,0,0
788,3648,2017-04-23,9:23:26,25.3,932,99.9,54612,0,0,0
789,3652,2017-04-23,9:28:43,25.3,931,99.8,54612,0,0,0
790,3656,2017-04-23,9:34:02,25.4,933,99.6,54612,0,0,0
791,3660,2017-04-23,12:01:50,26.9,930,87.4,54612,1,0,2
792,3664,2017-04-23,3:31:45,27.6,932,93.2,54612,1,0,2
793,3668,2017-04-23,3:37:05,27.8,924,93.2,54612,1,1,3
794,3672,2017-04-23,3:42:24,27.8,925,93.4,54612,1,1,3
795,3676,2017-04-23,3:47:44,27.9,921,93.4,54612,1,1,3
796,3680,2017-04-23,3:53:05,27.9,924,94.1,54612,1,1,3
797,3684,2017-04-23,3:58:26,27.9,925,94.8,54612,1,1,3
798,3688,2017-04-23,4:03:46,27.9,926,95.7,54612,1,1,3
799,3692,2017-04-23,4:09:06,27.9,925,94.8,54612,1,1,3
800,3696,2017-04-23,4:14:25,27.9,926,93.3,54612,1,1,3
801,3700,2017-04-23,4:19:45,27.9,928,93.9,54612,1,1,3
802,3704,2017-04-23,5:52:22,27.7,928,99.9,54612,1,1,3
803,3708,2017-04-23,6:33:32,27.4,918,99.1,54612,1,1,3
804,3712,2017-04-23,7:19:32,27.2,920,95.4,54612,1,1,3
805,3716,2017-04-23,7:50:25,27.1,922,99.9,54612,1,1,3
806,3720,2017-04-23,7:55:48,27.1,922,99.9,54612,1,1,3
807,3724,2017-04-23,8:01:12,27.1,928,98.7,54612,1,1,3
808,3728,2017-04-23,8:06:33,27.0,928,96.5,54612,1,1,3
809,3732,2017-04-23,8:11:56,27.0,927,97.9,54612,1,1,3
810,3736,2017-04-23,8:17:19,27.0,928,98.8,54612,1,1,3
811,3740,2017-04-23,8:22:44,27.0,929,95.4,54612,1,1,3
812,3744,2017-04-23,8:28:05,27.0,930,96.3,54612,1,0,2
813,3748,2017-04-23,8:33:27,27.0,930,98.7,54612,1,0,2
814,3756,2017-04-23,8:44:12,27.0,929,99.8,54612,1,1,3
815,3760,2017-04-23,8:49:38,27.0,926,99.9,54612,1,1,3
816,3764,2017-04-23,8:55:02,27.0,929,97.6,54612,1,1,3
817,3768,2017-04-23,9:00:25,27.0,930,96.0,54612,1,0,2
818,3772,2017-04-23,9:05:49,27.0,927,98.0,54612,1,1,3
819,3776,2017-04-23,9:11:11,27.0,927,98.2,54612,1,1,3
820,3780,2017-04-23,9:16:34,27.0,927,99.9,54612,1,1,3
821,3784,2017-04-23,9:21:57,27.0,927,99.2,54612,1,1,3
822,3788,2017-04-23,9:27:19,27.0,926,98.2,54612,1,1,3
823,3792,2017-04-23,9:32:42,27.0,929,99.9,54612,1,1,3
824,3800,2017-04-23,9:43:25,27.0,928,99.9,54612,1,1,3
825,3804,2017-04-23,9:48:48,27.0,927,99.9,54612,1,1,3
826,3808,2017-04-23,9:54:10,27.0,928,99.9,54612,1,1,3
827,3812,2017-04-23,9:59:32,27.0,926,98.7,54612,1,1,3
828,3816,2017-04-23,10:04:53,27.0,926,99.9,54612,1,1,3
829,3820,2017-04-23,10:10:15,27.0,927,99.8,54612,1,1,3
830,3824,2017-04-23,10:15:38,27.0,929,99.4,54612,1,1,3
831,3828,2017-04-23,10:21:01,27.0,929,99.9,54612,1,1,3
832,3832,2017-04-23,10:27:18,27.0,926,99.9,54612,1,1,3
833,3836,2017-04-23,10:32:40,27.0,926,99.9,54612,1,1,3
834,3840,2017-04-23,10:38:04,26.9,926,99.7,54612,1,1,3
835,3844,2017-04-23,10:43:26,26.9,926,99.9,54612,1,1,3
836,3848,2017-04-24,8:00:00,25.6,927,99.9,54612,0,1,1
837,3852,2017-04-24,8:05:22,25.6,927,99.9,54612,0,1,1
838,3856,2017-04-24,8:10:49,25.6,933,99.9,54612,0,0,0
839,3860,2017-04-24,8:16:11,25.6,936,99.9,54612,0,0,0
840,3868,2017-04-24,8:32:45,25.7,924,99.9,54612,0,1,1
841,3872,2017-04-24,8:38:05,25.8,930,99.9,54612,0,0,0
842,3876,2017-04-24,8:43:23,25.8,927,98.7,54612,0,1,1
843,3880,2017-04-24,8:48:42,25.8,931,99.6,54612,0,0,0
844,3888,2017-04-24,8:59:21,25.8,927,98.5,54612,0,1,1
